spectrum_id,compound_name,CAS_number,adhesive_class,spectral_type,wavenumber_range,measurement_conditions,instrument,baseline_correction_method,source_database,source_doi,Q_SNR,Q_res,Q_base,Q_peak,Q_total,qc_disposition,data_quality_notes
SPEC-00911,Methylene diphenyl diisocyanate,101-68-8,Polyurethane,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,Polynomial (3rd order),SpectraBase,10.5068/285eed1a,0.689,0.605,0.924,0.974,0.772,ACCEPT,
SPEC-00022,Acrylic acid,79-10-7,Acrylic/PSA,FTIR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,Rubberband,NIST WebBook,10.8973/ced1c4ff,0.798,0.983,0.998,0.822,0.889,ACCEPT,
SPEC-00243,Chloroprene rubber,9010-98-4,Rubber-based,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Agilent Cary 630,Rubberband,NIST WebBook,10.2025/f9e5be68,0.8,0.602,0.647,0.711,0.702,FLAG,
SPEC-00722,Phenyltrimethoxysilane,2996-92-1,Silicone,Raman,200-3500 cm-1,"23C, dry air",Horiba LabRAM HR,Rubberband,PubChem,10.9846/e322dfc8,0.843,0.809,0.891,0.664,0.808,ACCEPT,
SPEC-00335,Nitrile rubber,9003-18-3,Rubber-based,Raman,200-3500 cm-1,"23C, dry air",Bruker Senterra II,Rubberband,NIST WebBook,10.6873/43fe205c,0.9,0.875,0.837,0.79,0.859,ACCEPT,
SPEC-00176,Methyl methacrylate,80-62-6,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",Thermo DXR3,Polynomial (3rd order),NIST WebBook,10.1436/02f1ce69,0.779,0.87,0.991,0.833,0.855,ACCEPT,
SPEC-00464,Polypropylene wax,9003-07-0,Hot-melt,Raman,200-3500 cm-1,"25C, N2 purge",WITec alpha300,SNIP,SDBS,10.7348/81b9de81,0.922,0.696,0.874,0.863,0.844,ACCEPT,
SPEC-00864,Polytetramethylene glycol,25190-06-1,Polyurethane,IR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,Polynomial (3rd order),NIST WebBook,10.1001/aa364a23,0.755,0.987,0.627,0.991,0.835,ACCEPT,
SPEC-00123,Isobutyl methacrylate,97-86-9,Acrylic/PSA,Raman,200-3500 cm-1,"23C, dry air",Horiba LabRAM HR,SNIP,SDBS,10.2215/f25f5b92,0.805,0.721,0.674,0.622,0.721,FLAG,
SPEC-00584,Bisphenol F epoxy,2095-03-6,Epoxy,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,SNIP,SpectraBase,10.8287/7da565ca,0.705,0.612,0.782,0.628,0.682,FLAG,
SPEC-00751,Phenyltrimethoxysilane,2996-92-1,Silicone,Raman,200-3500 cm-1,"Ambient, 785nm laser",Horiba LabRAM HR,ALS,NIST WebBook,10.9011/b844d5a5,0.817,0.961,0.853,0.765,0.85,ACCEPT,
SPEC-00048,Methyl acrylate,96-33-3,Acrylic/PSA,FTIR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,SNIP,SDBS,10.9947/afab821c,0.755,0.756,0.951,0.934,0.83,ACCEPT,
SPEC-00511,Cycloaliphatic epoxy,2386-87-0,Epoxy,IR,650-4000 cm-1,"23C, dry air",Bruker Vertex 70,ALS,SDBS,10.5889/1ed74824,0.772,0.658,0.565,0.831,0.714,FLAG,
SPEC-00506,Bisphenol A diglycidyl ether,1675-54-3,Epoxy,IR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,SNIP,Open SPECY,10.9383/60d99c9e,0.69,0.78,0.713,0.81,0.741,FLAG,
SPEC-00051,Methyl acrylate,96-33-3,Acrylic/PSA,FTIR,650-4000 cm-1,"Ambient, KBr pellet",PerkinElmer Spectrum Two,ALS,KnowItAll,10.2341/e2b6095d,0.916,0.752,0.888,0.933,0.873,ACCEPT,
SPEC-00202,Ethyl acrylate,140-88-5,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",Renishaw inVia,ALS,PubChem,10.1527/0d714699,0.811,0.662,0.635,0.95,0.766,ACCEPT,
SPEC-00657,Aminopropyltriethoxysilane,919-30-2,Silicone,FTIR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,ALS,SpectraBase,10.5468/ebcf1c1a,0.846,0.774,0.841,0.615,0.781,ACCEPT,
SPEC-00328,Nitrile rubber,9003-18-3,Rubber-based,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,Rubberband,SDBS,10.4511/8299583b,0.941,0.636,0.562,0.62,0.725,FLAG,
SPEC-00807,Methyl cyanoacrylate,137-05-3,Cyanoacrylate,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,SNIP,NIST WebBook,10.3736/f1472b22,0.986,0.639,0.926,0.866,0.863,ACCEPT,
SPEC-00446,Hydrogenated rosin,65997-06-0,Hot-melt,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,ALS,SpectraBase,10.5973/755a5887,0.729,0.636,0.689,0.765,0.705,FLAG,
SPEC-00432,Polyethylene wax,9002-88-4,Hot-melt,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,Rubberband,KnowItAll,10.8384/452724af,0.724,0.88,0.718,0.942,0.805,ACCEPT,
SPEC-00077,Isobutyl methacrylate,97-86-9,Acrylic/PSA,IR,650-4000 cm-1,"23C, dry air",Bruker Vertex 70,SNIP,KnowItAll,10.9337/070a7347,0.981,0.859,0.619,0.973,0.877,ACCEPT,
SPEC-00285,Polybutadiene,9003-17-2,Rubber-based,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",PerkinElmer Spectrum Two,ALS,Open SPECY,10.5341/b930e4fa,0.692,0.743,0.897,0.781,0.764,ACCEPT,
SPEC-00575,Triglycidyl isocyanurate,2451-62-9,Epoxy,Raman,200-3500 cm-1,"23C, dry air",Horiba LabRAM HR,ALS,KnowItAll,10.7586/411efe03,0.858,0.846,0.578,0.681,0.764,ACCEPT,
SPEC-00833,Methyl cyanoacrylate,137-05-3,Cyanoacrylate,Raman,200-3500 cm-1,"25C, N2 purge",Horiba LabRAM HR,ALS,Open SPECY,10.2789/1825fe8a,0.933,0.677,0.992,0.949,0.884,ACCEPT,
SPEC-00680,Aminopropyltriethoxysilane,919-30-2,Silicone,FTIR,650-4000 cm-1,"23C, dry air",PerkinElmer Spectrum Two,SNIP,KnowItAll,10.9470/d577aac4,0.749,0.951,0.826,0.905,0.846,ACCEPT,
SPEC-00540,Epichlorohydrin,106-89-8,Epoxy,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",PerkinElmer Spectrum Two,ALS,Open SPECY,10.6640/cf8b5df8,0.85,0.965,0.687,0.977,0.872,ACCEPT,
SPEC-00218,Chloroprene rubber,9010-98-4,Rubber-based,IR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,ALS,NIST WebBook,10.8054/3bebfa13,0.903,0.814,0.679,0.801,0.816,ACCEPT,
SPEC-00848,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,SNIP,NIST WebBook,10.4639/e3b4b620,0.92,0.919,0.97,0.651,0.876,ACCEPT,
SPEC-00395,Polypropylene wax,9003-07-0,Hot-melt,FTIR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,Rubberband,PubChem,10.5597/83058019,0.921,0.795,0.599,0.858,0.812,ACCEPT,
SPEC-00068,Acrylic acid,79-10-7,Acrylic/PSA,IR,650-4000 cm-1,"Ambient, KBr pellet",PerkinElmer Spectrum Two,ALS,NIST WebBook,10.4241/3be2b98f,0.896,0.782,0.859,0.97,0.875,ACCEPT,
SPEC-00576,Novolac epoxy,28064-14-4,Epoxy,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,ALS,SDBS,10.3841/811f355e,0.698,0.935,0.907,0.906,0.841,ACCEPT,
SPEC-00239,Nitrile rubber,9003-18-3,Rubber-based,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Agilent Cary 630,ALS,PubChem,10.5840/4b8a648b,0.856,0.8,0.705,0.61,0.763,ACCEPT,
SPEC-00330,Chloroprene rubber,9010-98-4,Rubber-based,Raman,200-3500 cm-1,"Ambient, 785nm laser",Renishaw inVia,SNIP,NIST WebBook,10.5511/491d7bf2,0.93,0.69,0.824,0.977,0.858,ACCEPT,
SPEC-00582,Epichlorohydrin,106-89-8,Epoxy,Raman,200-3500 cm-1,"25C, N2 purge",Renishaw inVia,Rubberband,Open SPECY,10.9151/8f684195,0.669,0.645,0.617,0.938,0.706,FLAG,
SPEC-00477,Polyethylene wax,9002-88-4,Hot-melt,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,SNIP,PubChem,10.5921/71a1febd,0.711,0.93,0.86,0.83,0.819,ACCEPT,
SPEC-00219,Natural rubber,9006-04-6,Rubber-based,IR,650-4000 cm-1,"23C, dry air",JASCO FT/IR-6600,SNIP,Open SPECY,10.2294/8101b998,0.734,0.848,0.664,0.742,0.75,ACCEPT,
SPEC-00337,Polyisoprene,9003-31-0,Rubber-based,Raman,200-3500 cm-1,"23C, dry air",Renishaw inVia,SNIP,KnowItAll,10.5269/fbd99c79,0.728,0.949,0.739,0.955,0.831,ACCEPT,
SPEC-00783,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Agilent Cary 630,Polynomial (3rd order),SpectraBase,10.5351/592dc6a5,0.932,0.727,0.722,0.672,0.787,ACCEPT,
SPEC-00642,Octamethylcyclotetrasiloxane,556-67-2,Silicone,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",PerkinElmer Spectrum Two,ALS,SDBS,10.9955/c0c3064e,0.824,0.802,0.794,0.924,0.833,ACCEPT,
SPEC-00010,Isobutyl methacrylate,97-86-9,Acrylic/PSA,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Thermo Nicolet iS50,SNIP,NIST WebBook,10.7916/bde6432d,0.682,0.619,0.599,0.851,0.683,FLAG,
SPEC-00740,Polydimethylsiloxane,63148-62-9,Silicone,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,Polynomial (3rd order),KnowItAll,10.2468/2ee64df7,0.69,0.64,0.626,0.658,0.658,FLAG,
SPEC-00716,Methyltrimethoxysilane,1185-55-3,Silicone,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Renishaw inVia,SNIP,SDBS,10.6927/93020446,0.931,0.765,0.734,0.784,0.821,ACCEPT,
SPEC-00149,Methyl acrylate,96-33-3,Acrylic/PSA,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,Polynomial (3rd order),PubChem,10.8055/6c8081cf,0.974,0.808,0.911,0.891,0.903,ACCEPT,
SPEC-00609,Triglycidyl isocyanurate,2451-62-9,Epoxy,Raman,200-3500 cm-1,"23C, dry air",Horiba LabRAM HR,Polynomial (3rd order),SpectraBase,10.1070/fdde18dc,0.976,0.907,0.977,0.971,0.958,ACCEPT,
SPEC-00381,Polyester hot-melt,25038-59-9,Hot-melt,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Thermo Nicolet iS50,SNIP,KnowItAll,10.7248/a2c4cb57,0.865,0.848,0.982,0.873,0.886,ACCEPT,
SPEC-00221,Chloroprene rubber,9010-98-4,Rubber-based,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Agilent Cary 630,ALS,Open SPECY,10.6427/5c4f4fbf,0.817,0.855,0.866,0.633,0.8,ACCEPT,
SPEC-00075,Methyl acrylate,96-33-3,Acrylic/PSA,IR,650-4000 cm-1,"25C, N2 purge",Thermo Nicolet iS50,Polynomial (3rd order),KnowItAll,10.9998/a12940ba,0.868,0.799,0.749,0.621,0.778,ACCEPT,
SPEC-00757,Methyltrimethoxysilane,1185-55-3,Silicone,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,Polynomial (3rd order),KnowItAll,10.4143/2a8868cc,0.741,0.828,0.653,0.809,0.759,ACCEPT,
SPEC-00765,Octyl cyanoacrylate,16493-40-6,Cyanoacrylate,IR,650-4000 cm-1,"Ambient, KBr pellet",JASCO FT/IR-6600,ALS,Open SPECY,10.8605/f43b1eef,0.732,0.84,0.847,0.604,0.756,ACCEPT,
SPEC-00191,Methyl acrylate,96-33-3,Acrylic/PSA,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,ALS,NIST WebBook,10.4871/09f72424,0.756,0.889,0.555,0.861,0.77,ACCEPT,
SPEC-00637,Aminopropyltriethoxysilane,919-30-2,Silicone,FTIR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,ALS,Open SPECY,10.2666/917c3e1a,0.803,0.863,0.588,0.657,0.746,FLAG,
SPEC-00789,Ethyl cyanoacrylate,7085-85-0,Cyanoacrylate,IR,650-4000 cm-1,"23C, dry air",PerkinElmer Spectrum Two,Polynomial (3rd order),Open SPECY,10.7608/bf9b493d,0.825,0.864,0.71,0.69,0.785,ACCEPT,
SPEC-00712,Aminopropyltriethoxysilane,919-30-2,Silicone,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,ALS,SDBS,10.2669/d89688be,0.987,0.902,0.989,0.913,0.951,ACCEPT,
SPEC-00681,Octamethylcyclotetrasiloxane,556-67-2,Silicone,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",PerkinElmer Spectrum Two,Rubberband,NIST WebBook,10.8208/d732884f,0.998,0.905,0.618,0.941,0.887,ACCEPT,
SPEC-00679,Methyltrimethoxysilane,1185-55-3,Silicone,FTIR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,SNIP,KnowItAll,10.1723/708c38af,0.681,0.884,0.745,0.704,0.749,FLAG,
SPEC-00408,Polyethylene wax,9002-88-4,Hot-melt,IR,650-4000 cm-1,"Ambient, KBr pellet",PerkinElmer Spectrum Two,Rubberband,PubChem,10.4315/d5875fbb,0.859,0.628,0.72,0.653,0.732,FLAG,
SPEC-00930,Toluene diisocyanate,26471-62-5,Polyurethane,Raman,200-3500 cm-1,"Ambient, 785nm laser",Thermo DXR3,ALS,NIST WebBook,10.4471/0111de71,0.745,0.637,0.72,0.98,0.76,ACCEPT,
SPEC-00544,Bisphenol F epoxy,2095-03-6,Epoxy,IR,650-4000 cm-1,"Ambient, KBr pellet",Bruker Vertex 70,SNIP,PubChem,10.3248/bfb9403a,0.902,0.795,0.747,0.996,0.863,ACCEPT,
SPEC-00619,Bisphenol A diglycidyl ether,1675-54-3,Epoxy,Raman,200-3500 cm-1,"Ambient, 785nm laser",Horiba LabRAM HR,Rubberband,PubChem,10.5713/0fc98e5a,0.704,0.72,0.838,0.855,0.765,ACCEPT,
SPEC-00301,Nitrile rubber,9003-18-3,Rubber-based,Raman,200-3500 cm-1,"Ambient, 785nm laser",Bruker Senterra II,SNIP,SpectraBase,10.3580/236bb137,0.98,0.758,0.595,0.721,0.796,ACCEPT,
SPEC-00420,Polypropylene wax,9003-07-0,Hot-melt,IR,650-4000 cm-1,"25C, N2 purge",JASCO FT/IR-6600,SNIP,KnowItAll,10.4707/fa8d9b40,0.904,0.824,0.812,0.739,0.833,ACCEPT,
SPEC-00601,Bisphenol A diglycidyl ether,1675-54-3,Epoxy,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,Rubberband,SpectraBase,10.5521/840bd359,0.787,0.672,0.981,0.631,0.766,ACCEPT,
SPEC-00260,Nitrile rubber,9003-18-3,Rubber-based,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Thermo Nicolet iS50,Polynomial (3rd order),KnowItAll,10.5102/3be5066c,0.756,0.95,0.944,0.637,0.818,ACCEPT,
SPEC-00524,Novolac epoxy,28064-14-4,Epoxy,IR,650-4000 cm-1,"23C, dry air",Agilent Cary 630,Polynomial (3rd order),Open SPECY,10.9579/07227961,0.659,0.793,0.775,0.676,0.719,FLAG,
SPEC-00035,Acrylic acid,79-10-7,Acrylic/PSA,FTIR,650-4000 cm-1,"23C, dry air",PerkinElmer Spectrum Two,ALS,Open SPECY,10.9785/f818cc28,0.953,0.987,0.676,0.857,0.887,ACCEPT,
SPEC-00172,Acrylic acid,79-10-7,Acrylic/PSA,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,ALS,SDBS,10.2946/747b58ed,0.676,0.802,0.894,0.712,0.758,ACCEPT,
SPEC-00461,Polyester hot-melt,25038-59-9,Hot-melt,Raman,200-3500 cm-1,"23C, dry air",Horiba LabRAM HR,SNIP,NIST WebBook,10.8168/5c168456,0.782,0.89,0.663,0.616,0.752,ACCEPT,
SPEC-00066,Isobutyl methacrylate,97-86-9,Acrylic/PSA,FTIR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,Rubberband,PubChem,10.2625/adc258c2,0.754,0.835,0.743,0.827,0.787,ACCEPT,
SPEC-00943,Hexamethylene diisocyanate,822-06-0,Polyurethane,Raman,200-3500 cm-1,"23C, dry air",Horiba LabRAM HR,Polynomial (3rd order),SpectraBase,10.8222/f39c2449,0.951,0.76,0.936,0.967,0.903,ACCEPT,
SPEC-00362,Polyethylene wax,9002-88-4,Hot-melt,IR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,SNIP,SDBS,10.5990/3b28085d,0.794,0.823,0.55,0.636,0.721,FLAG,
SPEC-00707,Octamethylcyclotetrasiloxane,556-67-2,Silicone,Raman,200-3500 cm-1,"Ambient, 785nm laser",WITec alpha300,Rubberband,Open SPECY,10.6902/1e81f851,0.88,0.652,0.682,0.885,0.784,ACCEPT,
SPEC-00670,Vinyltrimethoxysilane,2768-02-7,Silicone,FTIR,650-4000 cm-1,"23C, dry air",Thermo Nicolet iS50,Rubberband,PubChem,10.7791/7b5ffa31,0.711,0.837,0.697,0.713,0.74,FLAG,
SPEC-00814,Octyl cyanoacrylate,16493-40-6,Cyanoacrylate,Raman,200-3500 cm-1,"23C, dry air",Bruker Senterra II,Rubberband,NIST WebBook,10.8270/b5c03d6e,0.754,0.661,0.642,0.615,0.681,FLAG,
SPEC-00393,Polypropylene wax,9003-07-0,Hot-melt,IR,650-4000 cm-1,"23C, dry air",Thermo Nicolet iS50,SNIP,SpectraBase,10.6971/5ba0c0a1,0.82,0.731,0.847,0.877,0.815,ACCEPT,
SPEC-00705,Phenyltrimethoxysilane,2996-92-1,Silicone,Raman,200-3500 cm-1,"Ambient, 785nm laser",Thermo DXR3,Polynomial (3rd order),Open SPECY,10.2915/778d9eae,0.761,0.625,0.952,0.767,0.766,ACCEPT,
SPEC-00111,Acrylic acid,79-10-7,Acrylic/PSA,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Renishaw inVia,Rubberband,SpectraBase,10.7566/0018f644,0.896,0.724,0.703,0.602,0.756,ACCEPT,
SPEC-00638,Vinyltrimethoxysilane,2768-02-7,Silicone,FTIR,650-4000 cm-1,"23C, dry air",Thermo Nicolet iS50,Polynomial (3rd order),Open SPECY,10.9177/052fa6af,0.72,0.938,0.732,0.693,0.772,ACCEPT,
SPEC-00327,Nitrile rubber,9003-18-3,Rubber-based,Raman,200-3500 cm-1,"23C, dry air",Horiba LabRAM HR,Rubberband,Open SPECY,10.6730/db7b6139,0.661,0.749,0.817,0.671,0.716,FLAG,
SPEC-00279,Chloroprene rubber,9010-98-4,Rubber-based,IR,650-4000 cm-1,"25C, N2 purge",PerkinElmer Spectrum Two,Rubberband,Open SPECY,10.4201/dfbecdfc,0.925,0.896,0.659,0.747,0.829,ACCEPT,
SPEC-00741,Octamethylcyclotetrasiloxane,556-67-2,Silicone,Raman,200-3500 cm-1,"Ambient, 785nm laser",Thermo DXR3,ALS,PubChem,10.5882/4cfeee2f,0.709,0.846,0.696,0.611,0.721,FLAG,
SPEC-00434,Polyethylene wax,9002-88-4,Hot-melt,Raman,200-3500 cm-1,"23C, dry air",Renishaw inVia,SNIP,NIST WebBook,10.9470/c2f357b1,0.932,0.671,0.775,0.998,0.849,ACCEPT,
SPEC-00457,Polypropylene wax,9003-07-0,Hot-melt,Raman,200-3500 cm-1,"23C, dry air",Renishaw inVia,ALS,NIST WebBook,10.8113/1a56a8d4,0.961,0.945,0.648,0.645,0.831,ACCEPT,
SPEC-00444,Hydrogenated rosin,65997-06-0,Hot-melt,Raman,200-3500 cm-1,"Ambient, 785nm laser",Renishaw inVia,Polynomial (3rd order),KnowItAll,10.8801/3df585be,0.943,0.611,0.849,0.944,0.841,ACCEPT,
SPEC-00500,Triglycidyl isocyanurate,2451-62-9,Epoxy,IR,650-4000 cm-1,"Ambient, KBr pellet",Thermo Nicolet iS50,ALS,SpectraBase,10.8005/325d3478,0.953,0.796,0.696,0.783,0.828,ACCEPT,
SPEC-00211,Ethyl acrylate,140-88-5,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",Thermo DXR3,SNIP,KnowItAll,10.5637/53105328,0.893,0.882,0.728,0.696,0.818,ACCEPT,
SPEC-00170,Methyl acrylate,96-33-3,Acrylic/PSA,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,ALS,NIST WebBook,10.8710/4d7303d5,0.667,0.713,0.819,0.937,0.763,ACCEPT,
SPEC-00320,Natural rubber,9006-04-6,Rubber-based,Raman,200-3500 cm-1,"23C, dry air",Thermo DXR3,Polynomial (3rd order),PubChem,10.2654/ac405569,0.702,0.835,0.891,0.976,0.828,ACCEPT,
SPEC-00602,Bisphenol F epoxy,2095-03-6,Epoxy,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,SNIP,NIST WebBook,10.9870/c8652820,0.956,0.808,0.832,0.717,0.846,ACCEPT,
SPEC-00598,Cycloaliphatic epoxy,2386-87-0,Epoxy,Raman,200-3500 cm-1,"23C, dry air",Thermo DXR3,Polynomial (3rd order),NIST WebBook,10.4693/db46349f,0.979,0.832,0.982,0.684,0.884,ACCEPT,
SPEC-00756,Phenyltrimethoxysilane,2996-92-1,Silicone,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",WITec alpha300,Rubberband,NIST WebBook,10.3875/d5198735,0.823,0.821,0.847,0.826,0.828,ACCEPT,
SPEC-00817,Octyl cyanoacrylate,16493-40-6,Cyanoacrylate,Raman,200-3500 cm-1,"25C, N2 purge",Renishaw inVia,Rubberband,PubChem,10.3318/61cf9692,0.87,0.626,0.771,0.981,0.811,ACCEPT,
SPEC-00288,Styrene-butadiene rubber,9003-55-8,Rubber-based,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,SNIP,SpectraBase,10.3141/ce8b6dc6,0.931,0.656,0.555,0.932,0.787,ACCEPT,
SPEC-00203,Ethyl acrylate,140-88-5,Acrylic/PSA,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Renishaw inVia,SNIP,PubChem,10.5009/7b43b96b,0.674,0.838,0.751,0.869,0.769,ACCEPT,
SPEC-00809,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,Raman,200-3500 cm-1,"25C, N2 purge",Horiba LabRAM HR,ALS,SpectraBase,10.8516/9aca067a,0.763,0.606,0.844,0.605,0.708,FLAG,
SPEC-00257,Chloroprene rubber,9010-98-4,Rubber-based,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",PerkinElmer Spectrum Two,SNIP,Open SPECY,10.6869/a2b92923,0.651,0.91,0.88,0.892,0.81,ACCEPT,
SPEC-00691,Aminopropyltriethoxysilane,919-30-2,Silicone,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Agilent Cary 630,SNIP,KnowItAll,10.4053/dfcd7f7f,0.817,0.825,0.74,0.903,0.821,ACCEPT,
SPEC-00410,Hydrogenated rosin,65997-06-0,Hot-melt,IR,650-4000 cm-1,"23C, dry air",Agilent Cary 630,ALS,Open SPECY,10.7246/92a86164,0.797,0.95,0.864,0.772,0.844,ACCEPT,
SPEC-00685,Aminopropyltriethoxysilane,919-30-2,Silicone,IR,650-4000 cm-1,"Ambient, KBr pellet",Thermo Nicolet iS50,Polynomial (3rd order),NIST WebBook,10.2998/38ab4a8b,0.887,0.955,0.562,0.873,0.836,ACCEPT,
SPEC-00913,Isophorone diisocyanate,4098-71-9,Polyurethane,Raman,200-3500 cm-1,"25C, N2 purge",Renishaw inVia,ALS,Open SPECY,10.3531/03efc0e6,0.916,0.957,0.917,0.723,0.888,ACCEPT,
SPEC-00508,Cycloaliphatic epoxy,2386-87-0,Epoxy,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",PerkinElmer Spectrum Two,Polynomial (3rd order),SpectraBase,10.4323/1213944d,0.919,0.779,0.832,0.647,0.812,ACCEPT,
SPEC-00479,Polypropylene wax,9003-07-0,Hot-melt,Raman,200-3500 cm-1,"25C, N2 purge",Horiba LabRAM HR,ALS,NIST WebBook,10.4617/22bf76e6,0.834,0.728,0.804,0.731,0.781,ACCEPT,
SPEC-00302,Natural rubber,9006-04-6,Rubber-based,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,SNIP,KnowItAll,10.4657/4080323c,0.898,0.825,0.95,0.845,0.88,ACCEPT,
SPEC-00869,Hexamethylene diisocyanate,822-06-0,Polyurethane,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Thermo Nicolet iS50,ALS,PubChem,10.5425/09a09bbc,0.997,0.773,0.562,0.841,0.823,ACCEPT,
SPEC-00954,Toluene diisocyanate,26471-62-5,Polyurethane,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,SNIP,KnowItAll,10.9531/e1806d2d,0.825,0.727,0.906,0.87,0.826,ACCEPT,
SPEC-00095,Methyl methacrylate,80-62-6,Acrylic/PSA,IR,650-4000 cm-1,"Ambient, KBr pellet",Agilent Cary 630,Polynomial (3rd order),NIST WebBook,10.2035/5ab97c23,0.867,0.977,0.698,0.844,0.856,ACCEPT,
SPEC-00205,Acrylic acid,79-10-7,Acrylic/PSA,Raman,200-3500 cm-1,"25C, N2 purge",Renishaw inVia,SNIP,KnowItAll,10.1998/40027b18,0.957,0.994,0.785,0.765,0.893,ACCEPT,
SPEC-00494,Novolac epoxy,28064-14-4,Epoxy,IR,650-4000 cm-1,"Ambient, KBr pellet",JASCO FT/IR-6600,Rubberband,SDBS,10.3215/ccbb7d9d,0.889,0.681,0.612,0.875,0.779,ACCEPT,
SPEC-00281,Chloroprene rubber,9010-98-4,Rubber-based,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Thermo Nicolet iS50,ALS,SpectraBase,10.5584/7f76c57d,0.994,0.768,0.983,0.989,0.934,ACCEPT,
SPEC-00847,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,Raman,200-3500 cm-1,"25C, N2 purge",WITec alpha300,SNIP,KnowItAll,10.2013/05472426,0.695,0.725,0.721,0.895,0.748,FLAG,
SPEC-00800,Ethyl cyanoacrylate,7085-85-0,Cyanoacrylate,IR,650-4000 cm-1,"25C, N2 purge",PerkinElmer Spectrum Two,ALS,SpectraBase,10.5141/7c95987d,0.914,0.802,0.901,0.764,0.853,ACCEPT,
SPEC-00086,Hydroxypropyl methacrylate,27813-02-1,Acrylic/PSA,IR,650-4000 cm-1,"Ambient, KBr pellet",Thermo Nicolet iS50,Rubberband,Open SPECY,10.4945/960d60fe,0.848,0.917,0.626,0.632,0.778,ACCEPT,
SPEC-00226,Natural rubber,9006-04-6,Rubber-based,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Agilent Cary 630,Polynomial (3rd order),NIST WebBook,10.7227/65a7a63e,0.775,0.976,0.744,0.872,0.838,ACCEPT,
SPEC-00142,Ethyl acrylate,140-88-5,Acrylic/PSA,Raman,200-3500 cm-1,"25C, N2 purge",WITec alpha300,ALS,SDBS,10.7825/3b25d74c,0.901,0.717,0.551,0.741,0.753,ACCEPT,
